7.298999999999999932e-01,8.176999999999999824e-01,1.078999999999999959e+00,1.510599999999999943e+00
7.923000000000000043e-01,6.370999999999999996e-01,4.103600000000000136e+00,5.388499999999999623e+00
8.153000000000000247e-01,6.515999999999999570e-01,7.143799999999999706e+00,8.800499999999999545e+00
6.782000000000000250e-01,7.143000000000000460e-01,1.214600000000000080e+01,1.201500000000000057e+01
7.718000000000000416e-01,6.842000000000000304e-01,1.167740000000000045e+01,9.726599999999999469e+00
7.578000000000000291e-01,7.564999999999999503e-01,1.292350000000000065e+01,1.410130000000000017e+01
8.086999999999999744e-01,7.806999999999999496e-01,1.304550000000000054e+01,1.411969999999999992e+01
7.627000000000000446e-01,7.823999999999999844e-01,1.224409999999999954e+01,1.331550000000000011e+01
8.398999999999999799e-01,7.438000000000000167e-01,1.155189999999999984e+01,1.338160000000000061e+01
7.791000000000000147e-01,7.406000000000000361e-01,1.094170000000000087e+01,1.261149999999999949e+01
8.071000000000000396e-01,7.421999999999999709e-01,8.629500000000000171e+00,1.176089999999999947e+01
7.044000000000000261e-01,8.325000000000000178e-01,1.250789999999999935e+01,1.433200000000000074e+01
8.062000000000000277e-01,7.980000000000000426e-01,7.919200000000000017e+00,1.103240000000000087e+01
8.424000000000000377e-01,6.962000000000000410e-01,7.948000000000000398e+00,1.125600000000000023e+01
7.718000000000000416e-01,8.595000000000000417e-01,1.010440000000000005e+01,9.545799999999999841e+00
7.085000000000000187e-01,8.284000000000000252e-01,1.125629999999999953e+01,1.098590000000000089e+01
7.823999999999999844e-01,7.146000000000000130e-01,1.159759999999999991e+01,1.334099999999999930e+01
7.692999999999999838e-01,7.028999999999999693e-01,1.402100000000000080e+01,1.270669999999999966e+01
7.455000000000000515e-01,7.882000000000000117e-01,1.105289999999999928e+01,1.127100000000000080e+01
7.914999999999999813e-01,7.692999999999999838e-01,1.069469999999999921e+01,1.292489999999999917e+01
8.209999999999999520e-01,7.651999999999999913e-01,1.269849999999999923e+01,1.484929999999999950e+01
7.191999999999999504e-01,7.449000000000000066e-01,1.377820000000000000e+01,1.573090000000000011e+01
5.542000000000000259e-01,6.657999999999999474e-01,1.172429999999999950e+01,1.628330000000000055e+01
5.627999999999999670e-01,7.406000000000000361e-01,1.204840000000000089e+01,1.106509999999999927e+01
5.514999999999999902e-01,7.217999999999999972e-01,2.596699999999999786e+00,1.067919999999999980e+01
6.150999999999999801e-01,6.212999999999999634e-01,2.320899999999999963e+00,1.415380000000000038e+01
6.117000000000000215e-01,7.322999999999999510e-01,9.009999999999999787e+00,9.434100000000000819e+00
6.552000000000000046e-01,6.879999999999999449e-01,1.156770000000000032e+01,1.003289999999999971e+01
7.158999999999999808e-01,6.790000000000000480e-01,1.193469999999999942e+01,1.241929999999999978e+01
6.864000000000000101e-01,7.331999999999999629e-01,1.566220000000000034e+01,1.435670000000000002e+01
5.968999999999999861e-01,7.150999999999999579e-01,1.177190000000000047e+01,1.483619999999999983e+01
5.903000000000000469e-01,6.543999999999999817e-01,1.044899999999999984e+01,1.188579999999999970e+01
4.631000000000000116e-01,6.715999999999999748e-01,1.505209999999999937e+01,1.361379999999999946e+01
6.584999999999999742e-01,7.117999999999999883e-01,1.310749999999999993e+01,1.307520000000000060e+01
5.681000000000000494e-01,6.485999999999999543e-01,1.625039999999999907e+01,1.568210000000000015e+01
5.171999999999999931e-01,6.166000000000000369e-01,1.479149999999999920e+01,1.560299999999999976e+01
6.354999999999999538e-01,7.158999999999999808e-01,1.407629999999999981e+01,1.526580000000000048e+01
4.416999999999999815e-01,6.831000000000000405e-01,1.508140000000000036e+01,1.585580000000000034e+01
5.245999999999999552e-01,6.297000000000000375e-01,1.701869999999999905e+01,1.658749999999999858e+01
5.534000000000000030e-01,6.978999999999999648e-01,1.643880000000000052e+01,1.547879999999999967e+01
4.753999999999999893e-01,6.879999999999999449e-01,1.699709999999999965e+01,1.692229999999999990e+01
5.352999999999999980e-01,6.519000000000000350e-01,1.464100000000000001e+01,1.527970000000000006e+01
5.534000000000000030e-01,6.616999999999999549e-01,1.475970000000000049e+01,1.657949999999999946e+01
5.131000000000000005e-01,7.085000000000000187e-01,1.667950000000000088e+01,1.798470000000000013e+01
5.869999999999999662e-01,7.135000000000000231e-01,1.564750000000000085e+01,1.387770000000000081e+01
5.467999999999999527e-01,6.575999999999999623e-01,1.817470000000000141e+01,1.586400000000000077e+01
5.073999999999999622e-01,7.102000000000000535e-01,1.244549999999999912e+01,1.392999999999999972e+01
5.877999999999999892e-01,5.820999999999999508e-01,1.842079999999999984e+01,1.714430000000000121e+01
5.057000000000000384e-01,6.823000000000000176e-01,1.503539999999999921e+01,1.519819999999999993e+01
5.279000000000000359e-01,5.557999999999999607e-01,1.667170000000000130e+01,1.723699999999999832e+01
4.959000000000000075e-01,6.782000000000000250e-01,1.556910000000000061e+01,1.451670000000000016e+01
4.565000000000000169e-01,6.896999999999999797e-01,1.525060000000000038e+01,1.070379999999999932e+01
5.516999999999999682e-01,6.797999999999999599e-01,1.589489999999999981e+01,1.500929999999999964e+01
6.248000000000000220e-01,6.723999999999999977e-01,1.428020000000000067e+01,1.281739999999999924e+01
4.572999999999999843e-01,7.085000000000000187e-01,1.402640000000000065e+01,1.382629999999999981e+01
5.615999999999999881e-01,6.280999999999999917e-01,1.710249999999999915e+01,1.748290000000000077e+01
5.977000000000000091e-01,6.395999999999999464e-01,1.220630000000000059e+01,1.379369999999999941e+01
5.836999999999999966e-01,5.903000000000000469e-01,1.513550000000000040e+01,1.565109999999999957e+01
5.648999999999999577e-01,6.575999999999999623e-01,1.726160000000000139e+01,1.686459999999999937e+01
6.091999999999999638e-01,5.985000000000000320e-01,1.349810000000000088e+01,1.396490000000000009e+01
5.772000000000000464e-01,6.723999999999999977e-01,1.583399999999999963e+01,1.663719999999999999e+01
5.411000000000000254e-01,6.231999999999999762e-01,1.803579999999999828e+01,1.764949999999999974e+01
4.540000000000000147e-01,7.322999999999999510e-01,1.521390000000000065e+01,1.574150000000000027e+01
4.572999999999999843e-01,7.240999999999999659e-01,1.341249999999999964e+01,1.724980000000000047e+01
5.697999999999999732e-01,5.787999999999999812e-01,1.526699999999999946e+01,1.336700000000000088e+01
6.519000000000000350e-01,6.034000000000000474e-01,1.029160000000000075e+01,7.175799999999999734e+00
4.893000000000000127e-01,6.921000000000000485e-01,1.921630000000000038e+01,1.862359999999999971e+01
7.619000000000000217e-01,7.068999999999999728e-01,7.495099999999999874e+00,9.341699999999999449e+00
6.526999999999999469e-01,8.841999999999999860e-01,9.593799999999999883e+00,9.254400000000000404e+00
5.066000000000000503e-01,7.955999999999999739e-01,9.724800000000000111e+00,8.573600000000000776e+00
6.338000000000000300e-01,6.674999999999999822e-01,1.086369999999999969e+01,1.170079999999999920e+01
5.755000000000000115e-01,6.388000000000000345e-01,1.608830000000000027e+01,1.682740000000000080e+01
5.722000000000000419e-01,6.723999999999999977e-01,1.703229999999999933e+01,1.798239999999999839e+01
5.615999999999999881e-01,6.782000000000000250e-01,1.629820000000000135e+01,1.535500000000000043e+01
6.280999999999999917e-01,6.370999999999999996e-01,1.600789999999999935e+01,1.714170000000000016e+01
6.108000000000000096e-01,5.746999999999999886e-01,1.676620000000000132e+01,1.634590000000000032e+01
4.995999999999999885e-01,6.181999999999999718e-01,1.460730000000000040e+01,1.607000000000000028e+01
6.009999999999999787e-01,6.560000000000000275e-01,1.696549999999999869e+01,1.572199999999999953e+01
5.746999999999999886e-01,7.380999999999999783e-01,1.473220000000000063e+01,1.397180000000000000e+01
5.820999999999999508e-01,6.470000000000000195e-01,1.555230000000000068e+01,1.325179999999999936e+01
5.155999999999999472e-01,6.304999999999999494e-01,1.545299999999999940e+01,1.392169999999999952e+01
5.204999999999999627e-01,5.910999999999999588e-01,1.829159999999999897e+01,1.592109999999999914e+01
5.140000000000000124e-01,5.919999999999999707e-01,1.749810000000000088e+01,1.501440000000000019e+01
5.493000000000000105e-01,6.388000000000000345e-01,1.694359999999999999e+01,1.577139999999999986e+01
5.591000000000000414e-01,6.199000000000000066e-01,1.648140000000000072e+01,1.567229999999999990e+01
6.650000000000000355e-01,5.656999999999999806e-01,1.555450000000000088e+01,1.499029999999999951e+01
5.598999999999999533e-01,6.592999999999999972e-01,1.648849999999999838e+01,1.557109999999999950e+01
5.426999999999999602e-01,6.872000000000000330e-01,1.544660000000000011e+01,1.346950000000000003e+01
5.452000000000000179e-01,6.470000000000000195e-01,1.580090000000000039e+01,1.433419999999999916e+01
5.073999999999999622e-01,6.846999999999999753e-01,1.349220000000000041e+01,1.330630000000000024e+01
5.460000000000000409e-01,7.372999999999999554e-01,1.379800000000000004e+01,1.407900000000000063e+01
